Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 1,,,,2023-11-24 14:51:59,2023-11-24 14:53:23,1m - 24.108s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 1,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 14:51:59,2023-11-24 14:53:23,1m - 23.906s,PASSED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.002s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.019s,PASSED
"capabilities.setCapability(""deviceName"", ""52003cffeced945f"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.0.0"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.001s,PASSED
"capabilities.setCapability(""udid"", ""52003cffeced945f"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.000s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 14:52:00,2023-11-24 14:52:00,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 14:52:00,2023-11-24 14:52:19,19.134s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 14:52:19,2023-11-24 14:52:26,7.582s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 14:52:26,2023-11-24 14:52:33,7.001s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 14:52:33,2023-11-24 14:52:40,6.519s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 14:52:40,2023-11-24 14:52:47,7.370s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 14:52:47,2023-11-24 14:52:54,6.867s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 14:52:54,2023-11-24 14:53:00,6.319s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 14:53:00,2023-11-24 14:53:07,6.782s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 14:53:07,2023-11-24 14:53:13,5.731s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 14:53:13,2023-11-24 14:53:18,5.236s,PASSED
delay(5),,,,2023-11-24 14:53:18,2023-11-24 14:53:23,5.023s,PASSED
