Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 1,,,,2023-11-24 16:27:35,2023-11-24 16:29:36,2m - 0.979s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 1,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 16:27:35,2023-11-24 16:29:36,2m - 0.756s,PASSED
"webDriverVisiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.023s,PASSED
"capabilities.setCapability(""deviceName"", ""52003cffeced945f"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.0.0"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
"capabilities.setCapability(""udid"", ""52003cffeced945f"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 16:27:35,2023-11-24 16:27:35,0.002s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(webDriverVisiumFarmHub))",,,,2023-11-24 16:27:35,2023-11-24 16:28:11,35.621s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 16:28:11,2023-11-24 16:28:23,12.533s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 16:28:23,2023-11-24 16:28:33,9.678s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 16:28:33,2023-11-24 16:28:42,8.647s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 16:28:42,2023-11-24 16:28:50,8.589s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 16:28:50,2023-11-24 16:28:56,5.874s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 16:28:56,2023-11-24 16:29:04,7.642s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 16:29:04,2023-11-24 16:29:16,11.748s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 16:29:16,2023-11-24 16:29:24,8.428s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 16:29:24,2023-11-24 16:29:31,6.524s,PASSED
delay(5),,,,2023-11-24 16:29:31,2023-11-24 16:29:36,5.028s,PASSED
