Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 1,,,,2023-11-24 11:51:46,2023-11-24 11:53:08,1m - 22.075s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 1,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 11:51:46,2023-11-24 11:53:08,1m - 21.863s,PASSED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.001s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.020s,PASSED
"capabilities.setCapability(""deviceName"", ""52003cffeced945f"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.002s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.0.0"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.001s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.001s,PASSED
"capabilities.setCapability(""udid"", ""52003cffeced945f"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.002s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.002s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 11:51:47,2023-11-24 11:51:47,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 11:51:47,2023-11-24 11:52:04,17.073s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 11:52:04,2023-11-24 11:52:10,5.650s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 11:52:10,2023-11-24 11:52:17,7.770s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 11:52:17,2023-11-24 11:52:26,8.500s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 11:52:26,2023-11-24 11:52:33,7.060s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 11:52:33,2023-11-24 11:52:39,5.713s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 11:52:39,2023-11-24 11:52:46,6.986s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 11:52:46,2023-11-24 11:52:51,5.774s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 11:52:51,2023-11-24 11:52:58,6.821s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 11:52:58,2023-11-24 11:53:03,5.085s,PASSED
delay(5),,,,2023-11-24 11:53:03,2023-11-24 11:53:08,5.023s,PASSED
