Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-01 16:27:26,2023-11-01 16:28:21,54.945s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-01 16:27:27,2023-11-01 16:28:21,54.116s,PASSED
"comment(""Register Success"")",,,,2023-11-01 16:27:28,2023-11-01 16:27:28,0.318s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-01 16:27:28,2023-11-01 16:27:29,0.771s,PASSED
"startApplication(appPath, false)",,,,2023-11-01 16:27:29,2023-11-01 16:27:56,27.078s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-01 16:27:56,2023-11-01 16:27:59,2.437s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-01 16:27:59,2023-11-01 16:28:03,4.809s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-01 16:28:03,2023-11-01 16:28:06,2.555s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-01 16:28:06,2023-11-01 16:28:08,2.391s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-01 16:28:08,2023-11-01 16:28:10,1.755s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-01 16:28:10,2023-11-01 16:28:12,1.603s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-01 16:28:12,2023-11-01 16:28:14,1.846s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-01 16:28:14,2023-11-01 16:28:16,2.378s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-01 16:28:16,2023-11-01 16:28:17,1.460s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-01 16:28:17,2023-11-01 16:28:21,3.771s,PASSED
