Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-07 16:53:34,2023-11-07 16:54:05,31.555s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-07 16:53:34,2023-11-07 16:54:05,31.091s,PASSED
"comment(""Register Success"")",,,,2023-11-07 16:53:34,2023-11-07 16:53:35,0.089s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-07 16:53:35,2023-11-07 16:53:35,0.235s,PASSED
"startApplication(appPath, false)",,,,2023-11-07 16:53:35,2023-11-07 16:53:50,15.277s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-07 16:53:50,2023-11-07 16:53:51,0.590s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-07 16:53:51,2023-11-07 16:53:53,1.930s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-07 16:53:53,2023-11-07 16:53:54,1.143s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-07 16:53:54,2023-11-07 16:53:55,1.644s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-07 16:53:55,2023-11-07 16:53:57,1.615s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-07 16:53:57,2023-11-07 16:53:58,1.175s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-07 16:53:58,2023-11-07 16:54:00,1.599s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-07 16:54:00,2023-11-07 16:54:01,1.075s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-07 16:54:01,2023-11-07 16:54:01,0.645s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-07 16:54:01,2023-11-07 16:54:02,0.583s,PASSED
delay(3),,,,2023-11-07 16:54:02,2023-11-07 16:54:05,3.036s,PASSED
