Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest,,,,2023-11-03 10:55:47,2023-11-03 10:56:15,27.554s,PASSED
,,,,,,,
Test Cases/TC01_Register Success,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-03 10:55:48,2023-11-03 10:56:15,27.090s,PASSED
"comment(""Register Success"")",,,,2023-11-03 10:55:48,2023-11-03 10:55:48,0.069s,PASSED
"appPath = relativeToAbsolutePath(G_AndroidApp, getProjectDir())",,Get full directory's path of android application,,2023-11-03 10:55:48,2023-11-03 10:55:49,0.215s,PASSED
"startApplication(appPath, false)",,,,2023-11-03 10:55:49,2023-11-03 10:56:02,12.878s,PASSED
"tap(findTestObject(""Object Repository/Demo/Add - Button""), 10)",,,,2023-11-03 10:56:02,2023-11-03 10:56:02,0.871s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-03 10:56:02,2023-11-03 10:56:05,2.639s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-03 10:56:05,2023-11-03 10:56:07,1.629s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-03 10:56:07,2023-11-03 10:56:08,1.642s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-03 10:56:08,2023-11-03 10:56:09,1.137s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-03 10:56:09,2023-11-03 10:56:11,1.150s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-03 10:56:11,2023-11-03 10:56:12,1.127s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-03 10:56:12,2023-11-03 10:56:13,1.614s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-03 10:56:13,2023-11-03 10:56:14,0.628s,PASSED
"takeScreenshot(""/Users/ddl02/Desktop/Screenshot/a.png"")",,,,2023-11-03 10:56:14,2023-11-03 10:56:15,1.057s,PASSED
