Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Visium Device 2,,,,2023-11-24 16:27:46,2023-11-24 16:29:44,1m - 58.224s,PASSED
,,,,,,,
Test Cases/TC01_Register Success - Device 2,,"- An automation script to help user getting started with Mobile automation testing.
- Script Content: Click ""START ALARM SERVICE"" and click ""STOP ALARM SERVICE"", verify alert show is correct",,2023-11-24 16:27:46,2023-11-24 16:29:44,1m - 58.007s,PASSED
"visiumFarmHub = ""https://farmdemo.visiumlabs.com/wd/hub""",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.002s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.019s,PASSED
"capabilities.setCapability(""deviceName"", ""9321f298"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.003s,PASSED
"capabilities.setCapability(""automationName"", ""uiautomator2"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.001s,PASSED
"capabilities.setCapability(""platformVersion"", ""8.1.0"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.002s,PASSED
"capabilities.setCapability(""platformName"", ""ANDROID"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.001s,PASSED
"capabilities.setCapability(""udid"", ""9321f298"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.001s,PASSED
"capabilities.setCapability(""vf:accessKey"", ""brian:54121be2-680f-4acc-b2fd-13228ce956f6"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.001s,PASSED
"capabilities.setCapability(""vf:appId"", ""3309883"")",,,,2023-11-24 16:27:47,2023-11-24 16:27:47,0.001s,PASSED
"createMobileDriver(ANDROID_DRIVER, capabilities, new java.net.URL(visiumFarmHub))",,,,2023-11-24 16:27:47,2023-11-24 16:28:29,41.972s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView""), 100)",,,,2023-11-24 16:28:29,2023-11-24 16:28:37,8.702s,PASSED
"setText(findTestObject(""Object Repository/Demo/Name - Text Input""), ""DDL AUTOMATION"", 10)",,,,2023-11-24 16:28:37,2023-11-24 16:28:45,8.025s,PASSED
"setText(findTestObject(""Object Repository/Demo/Phone - Text Input""), ""0857623527283"", 10)",,,,2023-11-24 16:28:45,2023-11-24 16:28:53,7.230s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Phone - Text Input""), ""0813623527283"", 10)",,,,2023-11-24 16:28:53,2023-11-24 16:29:00,7.397s,PASSED
"setText(findTestObject(""Object Repository/Demo/Email - Text Input""), ""AUTOMATION@DDL.COM"", 10)",,,,2023-11-24 16:29:00,2023-11-24 16:29:08,7.664s,PASSED
"setText(findTestObject(""Object Repository/Demo/Alternate Email - Text Input""), ""ROBOT@DDL.COM"", 10)",,,,2023-11-24 16:29:08,2023-11-24 16:29:20,12.175s,PASSED
"setText(findTestObject(""Object Repository/Demo/Allergies - Text Input""), ""TEST AUTOMATION"", 10)",,,,2023-11-24 16:29:20,2023-11-24 16:29:28,8.501s,PASSED
"setText(findTestObject(""Object Repository/Demo/Notes - Text Input""), ""AUTOMATION"", 10)",,,,2023-11-24 16:29:28,2023-11-24 16:29:36,7.497s,PASSED
"tap(findTestObject(""Object Repository/Demo/Save - Button""), 10)",,,,2023-11-24 16:29:36,2023-11-24 16:29:41,5.440s,PASSED
delay(3),,,,2023-11-24 16:29:41,2023-11-24 16:29:44,3.025s,PASSED
